UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFTOTLT,EFTOTLT,XEFTOTLM,EFTOTLM,XEFTOTLW,EFTOTLW,XEFAIANT,EFAIANT,XEFAIANM,EFAIANM,XEFAIANW,EFAIANW,XEFASIAT,EFASIAT,XEFASIAM,EFASIAM,XEFASIAW,EFASIAW,XEFBKAAT,EFBKAAT,XEFBKAAM,EFBKAAM,XEFBKAAW,EFBKAAW,XEFHISPT,EFHISPT,XEFHISPM,EFHISPM,XEFHISPW,EFHISPW,XEFNHPIT,EFNHPIT,XEFNHPIM,EFNHPIM,XEFNHPIW,EFNHPIW,XEFWHITT,EFWHITT,XEFWHITM,EFWHITM,XEFWHITW,EFWHITW,XEF2MORT,EF2MORT,XEF2MORM,EF2MORM,XEF2MORW,EF2MORW,XEFUNKNT,EFUNKNT,XEFUNKNM,EFUNKNM,XEFUNKNW,EFUNKNW,XEFNRALT,EFNRALT,XEFNRALM,EFNRALM,XEFNRALW,EFNRALW 
410520,1,29,3,4,R,447,R,34,R,413,R,0,R,0,R,0,R,17,R,1,R,16,R,26,R,4,R,22,R,141,R,11,R,130,R,9,R,0,R,9,R,200,R,15,R,185,R,47,R,3,R,44,R,7,R,0,R,7,R,0,R,0,R,0
410539,1,29,3,4,R,207,R,41,R,166,R,3,R,1,R,2,R,7,Z,0,R,7,R,54,R,10,R,44,R,51,R,9,R,42,Z,0,Z,0,Z,0,R,79,R,18,R,61,R,8,R,2,R,6,R,5,R,1,R,4,Z,0,Z,0,Z,0
410788,1,29,3,4,R,575,R,305,R,270,R,4,R,4,R,0,R,12,R,6,R,6,R,112,R,67,R,45,R,118,R,73,R,45,R,0,R,0,R,0,R,248,R,118,R,130,R,48,R,22,R,26,R,33,R,15,R,18,R,0,R,0,R,0
410797,1,29,3,4,R,172,R,121,R,51,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,70,R,44,R,26,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,83,R,65,R,18,R,18,R,12,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
410964,1,29,3,4,R,35,R,1,R,34,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,5,Z,0,R,5,Z,0,Z,0,Z,0,R,28,R,1,R,27,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
411055,1,29,3,4,R,477,R,362,R,115,Z,0,Z,0,Z,0,R,4,R,3,R,1,R,434,R,327,R,107,R,11,R,10,R,1,Z,0,Z,0,Z,0,R,24,R,19,R,5,Z,0,Z,0,Z,0,R,4,R,3,R,1,Z,0,Z,0,Z,0
411374,1,29,3,4,R,612,R,52,R,560,R,6,Z,0,R,6,R,1,Z,0,R,1,R,378,R,31,R,347,R,180,R,15,R,165,R,1,Z,0,R,1,R,18,R,2,R,16,R,10,R,1,R,9,R,17,R,3,R,14,R,1,Z,0,R,1
411684,1,29,3,4,R,108,R,37,R,71,R,0,R,0,R,0,R,60,R,25,R,35,R,7,R,2,R,5,R,23,R,3,R,20,R,10,R,3,R,7,R,3,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,1,R,4
411754,1,29,3,4,R,44,R,19,R,25,R,0,R,0,R,0,R,1,R,0,R,1,R,2,R,1,R,1,R,1,R,1,R,0,R,0,R,0,R,0,R,37,R,15,R,22,R,3,R,2,R,1,R,0,R,0,R,0,R,0,R,0,R,0
412003,1,29,3,4,R,56,R,9,R,47,R,0,R,0,R,0,R,1,R,1,R,0,R,8,R,1,R,7,R,1,R,0,R,1,R,0,R,0,R,0,R,45,R,6,R,39,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0
412173,1,29,3,4,R,694,R,68,R,626,R,0,R,0,R,0,R,4,R,1,R,3,R,532,R,34,R,498,R,51,R,11,R,40,R,0,R,0,R,0,R,94,R,20,R,74,R,3,R,1,R,2,R,9,R,1,R,8,R,1,R,0,R,1
412535,1,29,3,4,R,47,R,3,R,44,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,16,R,3,R,13,R,6,Z,0,R,6,Z,0,Z,0,Z,0,R,24,Z,0,R,24,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
412544,1,29,3,4,R,73,R,11,R,62,R,0,R,0,R,0,R,1,R,0,R,1,R,5,R,2,R,3,R,4,R,1,R,3,R,0,R,0,R,0,R,60,R,7,R,53,R,2,R,1,R,1,R,1,R,0,R,1,R,0,R,0,R,0
412599,1,29,3,4,R,814,R,242,R,572,R,2,Z,0,R,2,R,5,Z,0,R,5,R,746,R,215,R,531,R,10,R,5,R,5,Z,0,Z,0,Z,0,R,46,R,20,R,26,R,4,R,1,R,3,R,1,R,1,Z,0,Z,0,Z,0,Z,0
412650,1,29,3,4,R,83,R,77,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,31,R,26,R,5,R,10,R,10,Z,0,Z,0,Z,0,Z,0,R,28,R,27,R,1,Z,0,Z,0,Z,0,R,14,R,14,Z,0,Z,0,Z,0,Z,0
413176,1,29,3,4,R,43,R,13,R,30,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,40,R,13,R,27,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
413343,1,29,3,4,R,22,R,1,R,21,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,12,R,1,R,11,Z,0,Z,0,Z,0,R,10,Z,0,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
413413,1,29,3,4,R,34007,R,8527,R,25480,R,198,R,51,R,147,R,446,R,135,R,311,R,12115,R,2382,R,9733,R,1918,R,534,R,1384,R,124,R,32,R,92,R,13170,R,3676,R,9494,R,603,R,139,R,464,R,5269,R,1504,R,3765,R,164,R,74,R,90
413617,1,29,3,4,R,661,R,182,R,479,R,415,R,134,R,281,R,17,R,1,R,16,R,25,R,8,R,17,R,21,R,6,R,15,R,2,Z,0,R,2,R,180,R,33,R,147,R,0,Z,0,R,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0
413626,1,29,3,4,R,348,R,144,R,204,R,307,R,131,R,176,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,33,R,9,R,24,R,1,R,0,R,1,R,4,R,2,R,2,R,0,R,0,R,0
413635,1,29,3,4,R,257,R,58,R,199,R,2,Z,0,R,2,R,48,R,14,R,34,R,44,R,9,R,35,R,49,R,11,R,38,R,3,R,2,R,1,R,71,R,10,R,61,R,30,R,8,R,22,R,10,R,4,R,6,Z,0,Z,0,Z,0
413644,1,29,3,4,R,62,R,18,R,44,R,3,R,1,R,2,R,5,R,2,R,3,Z,0,Z,0,Z,0,R,12,R,3,R,9,Z,0,Z,0,Z,0,R,28,R,9,R,19,R,3,Z,0,R,3,R,11,R,3,R,8,Z,0,Z,0,Z,0
413680,1,29,3,4,R,458,R,440,R,18,R,3,R,3,R,0,R,33,R,33,R,0,R,77,R,74,R,3,R,243,R,233,R,10,R,4,R,4,R,0,R,79,R,75,R,4,R,7,R,7,R,0,R,7,R,6,R,1,R,5,R,5,R,0
413778,1,29,3,4,R,212,R,26,R,186,R,1,R,0,R,1,R,2,R,0,R,2,R,53,R,13,R,40,R,89,R,7,R,82,R,0,R,0,R,0,R,53,R,4,R,49,R,0,R,0,R,0,R,14,R,2,R,12,R,0,R,0,R,0
413802,1,29,3,4,R,983,R,445,R,538,R,14,R,7,R,7,R,79,R,43,R,36,R,63,R,38,R,25,R,711,R,290,R,421,R,2,R,1,R,1,R,110,R,64,R,46,R,0,R,0,R,0,R,4,R,2,R,2,R,0,R,0,R,0
413820,1,29,3,4,R,17,R,0,R,17,R,2,R,0,R,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,14,R,0,R,14,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
413839,1,29,3,4,R,289,R,238,R,51,R,3,R,3,Z,0,R,1,R,1,Z,0,R,116,R,86,R,30,R,10,R,8,R,2,Z,0,Z,0,Z,0,R,154,R,137,R,17,R,1,R,1,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0
413848,1,29,3,4,R,312,R,257,R,55,R,1,R,1,Z,0,R,32,R,21,R,11,R,20,R,18,R,2,R,136,R,117,R,19,R,3,R,2,R,1,R,98,R,80,R,18,R,9,R,6,R,3,R,13,R,12,R,1,Z,0,Z,0,Z,0
413857,1,29,3,4,R,547,R,388,R,159,R,2,R,2,Z,0,R,6,R,4,R,2,R,128,R,89,R,39,R,17,R,10,R,7,R,1,R,1,Z,0,R,370,R,265,R,105,R,12,R,10,R,2,R,11,R,7,R,4,Z,0,Z,0,Z,0
413866,1,29,3,4,R,353,R,286,R,67,R,2,R,2,Z,0,R,7,R,6,R,1,R,146,R,112,R,34,R,20,R,16,R,4,Z,0,Z,0,Z,0,R,169,R,143,R,26,R,1,R,1,Z,0,R,8,R,6,R,2,Z,0,Z,0,Z,0
413884,1,29,3,4,R,552,R,411,R,141,R,2,Z,0,R,2,R,7,R,6,R,1,R,394,R,286,R,108,R,9,R,7,R,2,Z,0,Z,0,Z,0,R,107,R,82,R,25,R,5,R,4,R,1,R,28,R,26,R,2,Z,0,Z,0,Z,0
413945,1,29,3,4,R,78,R,4,R,74,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,13,Z,0,R,13,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,59,R,4,R,55,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
413972,1,29,3,4,R,76,R,5,R,71,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0,R,69,R,2,R,67,R,3,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
414054,1,29,3,4,R,48,R,0,R,48,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,46,R,0,R,46,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
414063,1,29,3,4,R,179,R,9,R,170,R,0,R,0,R,0,R,1,R,0,R,1,R,2,R,0,R,2,R,27,R,3,R,24,R,0,R,0,R,0,R,142,R,6,R,136,R,5,R,0,R,5,R,2,R,0,R,2,R,0,R,0,R,0
414124,1,29,3,4,R,298,R,218,R,80,R,3,R,3,R,0,R,9,R,4,R,5,R,24,R,12,R,12,R,55,R,40,R,15,R,0,R,0,R,0,R,200,R,153,R,47,Z,0,Z,0,Z,0,R,7,R,6,R,1,Z,0,Z,0,Z,0
414160,1,29,3,4,R,2257,R,597,R,1660,R,7,R,3,R,4,R,11,R,3,R,8,R,169,R,61,R,108,R,35,R,7,R,28,R,10,R,3,R,7,R,1961,R,501,R,1460,R,58,R,18,R,40,R,6,R,1,R,5,R,0,R,0,R,0
414452,1,29,3,4,R,25,Z,0,R,25,R,4,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,21,Z,0,R,21,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
414461,1,29,3,4,R,3262,R,3093,R,169,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3262,R,3093,R,169,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
414489,1,29,3,4,R,79,R,2,R,77,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,12,Z,0,R,12,R,15,Z,0,R,15,Z,0,Z,0,Z,0,R,43,R,2,R,41,R,4,Z,0,R,4,R,4,Z,0,R,4,Z,0,Z,0,Z,0
414531,1,29,3,4,R,271,R,235,R,36,R,2,R,2,Z,0,R,21,R,19,R,2,R,18,R,17,R,1,R,23,R,20,R,3,R,1,R,1,Z,0,R,189,R,161,R,28,R,8,R,7,R,1,R,9,R,8,R,1,Z,0,Z,0,Z,0
414540,1,29,3,4,R,278,R,17,R,261,R,0,R,0,R,0,R,9,R,0,R,9,R,53,R,1,R,52,R,20,R,2,R,18,R,1,R,1,R,0,R,192,R,13,R,179,R,1,R,0,R,1,R,2,R,0,R,2,R,0,R,0,R,0
414559,1,29,3,4,R,18,R,3,R,15,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,3,R,12,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
414568,1,29,3,4,R,538,R,358,R,180,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,297,R,182,R,115,R,10,R,7,R,3,Z,0,Z,0,Z,0,R,221,R,161,R,60,R,1,R,1,Z,0,R,6,R,6,Z,0,Z,0,Z,0,Z,0
414586,1,29,3,4,R,527,R,282,R,245,R,5,R,4,R,1,R,11,R,6,R,5,R,296,R,143,R,153,R,57,R,38,R,19,Z,0,Z,0,Z,0,R,128,R,79,R,49,R,14,R,6,R,8,R,16,R,6,R,10,Z,0,Z,0,Z,0
414595,1,29,3,4,R,602,R,160,R,442,Z,0,Z,0,Z,0,R,123,R,36,R,87,R,52,R,15,R,37,R,64,R,18,R,46,R,4,Z,0,R,4,R,234,R,56,R,178,R,17,R,3,R,14,R,82,R,23,R,59,R,26,R,9,R,17
414708,1,29,3,4,R,5270,R,1815,R,3455,R,21,R,8,R,13,R,41,R,14,R,27,R,757,R,196,R,561,R,125,R,46,R,79,R,28,R,8,R,20,R,3902,R,1411,R,2491,R,222,R,67,R,155,R,174,R,65,R,109,Z,0,Z,0,Z,0
414823,1,29,3,4,R,1952,R,745,R,1207,R,4,R,1,R,3,R,17,R,9,R,8,R,508,R,163,R,345,R,462,R,188,R,274,R,2,R,0,R,2,R,395,R,169,R,226,R,74,R,27,R,47,R,248,R,101,R,147,R,242,R,87,R,155
414841,1,29,3,4,R,224,R,181,R,43,R,1,R,1,Z,0,R,2,R,2,Z,0,R,56,R,47,R,9,R,5,R,4,R,1,Z,0,Z,0,Z,0,R,148,R,120,R,28,R,3,R,1,R,2,R,9,R,6,R,3,Z,0,Z,0,Z,0
414869,1,29,3,4,R,111,R,3,R,108,R,0,R,0,R,0,R,3,R,0,R,3,R,35,R,1,R,34,R,4,R,0,R,4,R,0,R,0,R,0,R,67,R,2,R,65,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0
414878,1,29,3,4,R,541,R,159,R,382,Z,0,Z,0,Z,0,R,3,R,1,R,2,R,34,R,7,R,27,R,17,R,6,R,11,R,1,Z,0,R,1,R,424,R,127,R,297,R,4,R,2,R,2,R,58,R,16,R,42,Z,0,Z,0,Z,0
414911,1,29,3,4,R,2506,R,1049,R,1457,R,7,R,6,R,1,R,14,R,8,R,6,R,91,R,36,R,55,R,6,R,3,R,3,Z,0,Z,0,Z,0,R,2201,R,922,R,1279,Z,0,Z,0,Z,0,R,187,R,74,R,113,Z,0,Z,0,Z,0
414939,1,29,3,4,R,272,R,50,R,222,Z,0,Z,0,Z,0,R,29,R,5,R,24,R,80,R,18,R,62,R,74,R,15,R,59,Z,0,Z,0,Z,0,R,72,R,11,R,61,Z,0,Z,0,Z,0,R,17,R,1,R,16,Z,0,Z,0,Z,0
414966,1,29,3,4,R,126,R,69,R,57,R,2,R,2,R,0,R,0,R,0,R,0,R,14,R,7,R,7,R,3,R,3,R,0,R,1,R,1,R,0,R,98,R,52,R,46,R,5,R,3,R,2,R,3,R,1,R,2,R,0,R,0,R,0
415039,1,29,3,4,R,96,R,3,R,93,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,0,R,3,R,6,R,0,R,6,R,0,R,0,R,0,R,86,R,3,R,83,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0
415057,1,29,3,4,R,117,R,115,R,2,Z,0,Z,0,Z,0,R,4,R,4,Z,0,R,14,R,13,R,1,R,22,R,22,Z,0,Z,0,Z,0,Z,0,R,77,R,76,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
415729,1,29,3,4,R,19,R,9,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,R,2,R,6,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,9,R,5,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
415774,1,29,3,4,R,641,R,84,R,557,R,4,R,2,R,2,R,20,R,5,R,15,R,183,R,27,R,156,R,233,R,27,R,206,R,2,Z,0,R,2,R,199,R,23,R,176,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
415987,1,29,3,4,R,486,R,57,R,429,R,13,R,1,R,12,R,53,R,4,R,49,R,259,R,39,R,220,R,82,R,8,R,74,R,6,R,0,R,6,R,5,R,1,R,4,R,59,R,3,R,56,R,9,R,1,R,8,R,0,R,0,R,0
416458,1,29,3,4,R,557,R,155,R,402,R,5,R,0,R,5,R,111,R,39,R,72,R,14,R,4,R,10,R,395,R,100,R,295,R,4,R,2,R,2,R,25,R,9,R,16,R,2,R,0,R,2,R,0,R,0,R,0,R,1,R,1,R,0
416670,1,29,3,4,R,135,R,5,R,130,R,0,R,0,R,0,R,5,R,0,R,5,R,85,R,3,R,82,R,0,R,0,R,0,R,0,R,0,R,0,R,45,R,2,R,43,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
416801,1,29,3,4,R,317,R,113,R,204,R,2,R,0,R,2,R,55,R,27,R,28,R,40,R,15,R,25,R,59,R,20,R,39,R,2,R,1,R,1,R,97,R,31,R,66,R,0,R,0,R,0,R,41,R,13,R,28,R,21,R,6,R,15
416962,1,29,3,4,R,2180,R,871,R,1309,R,3,R,3,Z,0,R,53,R,26,R,27,R,400,R,143,R,257,R,344,R,133,R,211,R,55,R,20,R,35,R,502,R,209,R,293,R,64,R,23,R,41,R,740,R,310,R,430,R,19,R,4,R,15
416971,1,29,3,4,R,57,R,0,R,57,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,6,Z,0,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,49,Z,0,R,49,R,1,Z,0,R,1,R,0,R,0,Z,0,Z,0,Z,0,Z,0
416980,1,29,3,4,R,61,R,0,R,61,R,1,R,0,R,1,R,3,R,0,R,3,R,8,R,0,R,8,R,0,R,0,R,0,R,1,R,0,R,1,R,45,R,0,R,45,R,1,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,1
417008,1,29,3,4,R,148,R,4,R,144,R,1,R,0,R,1,R,1,R,0,R,1,R,27,R,2,R,25,R,3,R,0,R,3,R,1,R,0,R,1,R,106,R,2,R,104,R,9,R,0,R,9,R,0,R,0,R,0,R,0,R,0,R,0
417062,1,29,3,4,R,89,R,1,R,88,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,56,R,0,R,56,R,0,R,0,R,0,R,26,R,1,R,25,R,5,R,0,R,5,R,1,R,0,R,1,R,0,R,0,R,0
417105,1,29,3,4,R,495,R,207,R,288,R,6,R,2,R,4,R,21,R,14,R,7,R,13,R,3,R,10,R,407,R,160,R,247,R,10,R,5,R,5,R,26,R,18,R,8,R,7,R,2,R,5,R,5,R,3,R,2,Z,0,Z,0,Z,0
417123,1,29,3,4,R,142,R,69,R,73,R,4,R,3,R,1,R,11,R,4,R,7,R,11,R,5,R,6,R,62,R,27,R,35,R,1,R,1,R,0,R,52,R,28,R,24,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0
417132,1,29,3,4,R,561,R,16,R,545,R,6,R,0,R,6,R,45,R,3,R,42,R,142,R,1,R,141,R,187,R,7,R,180,R,3,R,0,R,3,R,174,R,5,R,169,R,1,R,0,R,1,R,3,R,0,R,3,R,0,R,0,R,0
417178,1,29,3,4,R,55,R,5,R,50,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,25,R,4,R,21,R,11,R,1,R,10,Z,0,Z,0,Z,0,R,17,Z,0,R,17,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
417187,1,29,3,4,R,21,R,1,R,20,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,Z,0,R,8,R,7,Z,0,R,7,R,1,R,1,Z,0,R,5,Z,0,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
417248,1,29,3,4,R,41,R,39,R,2,R,0,R,0,R,0,R,1,R,1,R,0,R,2,R,2,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,37,R,35,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
417257,1,29,3,4,R,39,R,7,R,32,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,1,R,5,R,9,R,0,R,9,R,3,R,0,R,3,R,20,R,5,R,15,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0
417275,1,29,3,4,R,13,R,2,R,11,R,2,R,1,R,1,R,1,R,0,R,1,R,4,R,0,R,4,R,1,R,0,R,1,R,0,R,0,R,0,R,5,R,1,R,4,R,0,R,0,Z,0,R,0,R,0,Z,0,R,0,R,0,R,0
417318,1,29,3,4,R,127,R,73,R,54,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,4,R,5,R,107,R,64,R,43,R,0,R,0,R,0,R,5,R,3,R,2,R,2,R,0,R,2,R,2,R,1,R,1,R,2,R,1,R,1
417327,1,29,3,4,R,425,R,131,R,294,R,3,R,1,R,2,R,8,R,2,R,6,R,142,R,49,R,93,R,132,R,36,R,96,R,1,Z,0,R,1,R,131,R,41,R,90,R,3,Z,0,R,3,R,5,R,2,R,3,Z,0,Z,0,Z,0
417345,1,29,3,4,R,12,R,0,R,12,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,11,R,0,R,11,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
417381,1,29,3,4,R,168,R,16,R,152,R,0,R,0,R,0,R,0,R,0,R,0,R,152,R,14,R,138,R,2,R,0,R,2,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,11,R,2,R,9,R,0,R,0,R,0
417406,1,29,3,4,R,58,Z,0,R,58,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,Z,0,R,8,R,4,Z,0,R,4,Z,0,Z,0,Z,0,R,45,Z,0,R,45,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
417442,1,29,3,4,R,90,R,5,R,85,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,29,R,2,R,27,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,56,R,2,R,54,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0
417503,1,29,3,4,R,286,R,3,R,283,R,0,R,0,R,0,R,10,R,0,R,10,R,42,R,0,R,42,R,14,R,0,R,14,R,0,R,0,R,0,R,214,R,3,R,211,R,6,R,0,R,6,R,0,R,0,R,0,R,0,R,0,R,0
417549,1,29,3,4,R,267,R,1,R,266,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,258,Z,0,R,258,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,7,R,1,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
417576,1,29,3,4,R,132,R,6,R,126,R,6,R,0,R,6,R,1,R,0,R,1,R,3,R,0,R,3,R,2,R,1,R,1,R,0,R,0,R,0,R,103,R,3,R,100,R,3,R,0,R,3,R,14,R,2,R,12,R,0,R,0,R,0
417600,1,29,3,4,R,39,Z,0,R,39,R,2,Z,0,R,2,R,2,Z,0,R,2,R,2,Z,0,R,2,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,31,Z,0,R,31,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
417628,1,29,3,4,R,27,R,6,R,21,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,26,R,5,R,21,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
417637,1,29,3,4,R,135,R,43,R,92,R,3,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,1,Z,0,R,1,R,128,R,37,R,91,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
417646,1,29,3,4,R,23,R,1,R,22,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,21,R,1,R,20,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
417655,1,29,3,4,R,40,R,3,R,37,R,0,R,0,Z,0,R,1,R,1,Z,0,R,1,R,0,R,1,R,0,R,0,Z,0,R,0,R,0,Z,0,R,38,R,2,R,36,R,0,R,0,Z,0,R,0,R,0,Z,0,R,0,R,0,Z,0
417673,1,29,3,4,R,19,R,2,R,17,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,17,R,2,R,15,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
417682,1,29,3,4,R,28,R,2,R,26,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,5,R,1,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,20,R,1,R,19,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
417716,1,29,3,4,R,166,R,6,R,160,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,129,R,5,R,124,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,31,R,1,R,30,R,2,Z,0,R,2,R,1,Z,0,R,1,Z,0,Z,0,Z,0
417725,1,29,3,4,R,105,R,8,R,97,R,0,R,0,R,0,R,2,R,0,R,2,R,10,R,3,R,7,R,3,R,0,R,3,R,0,R,0,R,0,R,90,R,5,R,85,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
417734,1,29,3,4,R,222,R,53,R,169,R,0,R,0,R,0,R,0,R,0,R,0,R,14,R,4,R,10,R,1,R,0,R,1,R,0,R,0,R,0,R,206,R,49,R,157,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0
417743,1,29,3,4,R,4,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
417752,1,29,3,4,R,47,R,22,R,25,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,1,R,2,R,6,R,3,R,3,R,0,R,0,R,0,R,38,R,18,R,20,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
417789,1,29,3,4,R,125,R,6,R,119,R,2,R,0,R,2,R,3,R,1,R,2,R,111,R,5,R,106,R,3,R,0,R,3,R,0,R,0,R,0,R,6,R,0,R,6,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
