UNITID,TUITION2,FEE2
180902,2340,240
180948,4058,1273
180984,22860,200
181002,30484,1410
181020,22970,620
181093,16016,610
181127,22784,950
181145,4545,0
181215,5048,1151
181242,15327,45
181297,11520,480
181303,2160,225
181312,2200,450
181330,24410,110
181376,9800,1400
181394,5050,1230
181400,15327,45
181419,4080,0
181428,7920,425
181446,24256,400
181464,6248,1315
181491,2263,481
181534,4058,1313
181543,4480,215
181604,23870,384
181640,2295,56
181738,18120,660
181756,11087,762
181765,4023,354
181783,4058,1260
181792,2000,80
181817,1848,360
181853,13460,1840
182005,2078,435
182111,17316,300
182148,15300,0
182281,5812,496
182290,5678,758
182306,2078,435
182430,8352,75
182458,24720,650
182500,2078,435
182564,2078,435
182634,34110,0
182661,14370,650
182670,41736,1260
182795,28250,1200
182829,.,.
182865,14040,1000
182908,6480,518
182917,17000,475
182980,30100,300
183026,26904,330
183044,12060,3190
183062,9160,2640
183071,12060,580
183080,9110,2408
183099,6720,640
183105,6720,976
183114,6720,280
183123,6720,242
183132,6720,256
183141,6720,512
183150,6720,288
183211,25410,475
183239,31530,835
183248,7844,2550
183257,6600,210
183275,17600,0
183345,18900,830
183600,4900,0
183655,5832,642
183743,6288,942
183789,20700,1050
183804,16316,0
183822,22500,1200
183859,5688,683
183877,3240,855
183910,25990,900
183938,3150,900
183974,27660,1230
184135,14535,225
184153,4500,355
184180,6840,668
184205,3450,870
184269,15294,80
184348,40122,882
184357,8300,215
184481,5208,780
184603,31618,920
184612,26350,1575
184694,34082,920
184773,26740,1244
184782,8646,3373
184791,3200,780
184959,12836,4788
184968,15876,1579
184995,6390,1203
185129,7075,2945
185174,17575,625
185262,6662,3538
185509,3600,636
185536,4848,1656
185572,27372,628
185590,7690,2956
185624,11270,1076
185651,6540,18838
185679,6540,12678
185758,.,.
185828,11758,2218
185873,3024,890
186034,3015,939
186122,.,.
186131,37000,865
186186,10200,0
186201,8187,4571
186283,31330,600
186371,10104,2511
186380,10104,2650
186399,10104,2190
186405,5132,1147
186423,10983,1200
186432,28900,900
186469,3750,984
186584,31440,2050
186618,26440,1781
186645,3360,870
186867,40300,1482
186876,7717,4246
186900,10750,0
187046,5322,0
187134,9760,4127
187198,5232,786
187222,10208,1855
187444,6967,4497
187532,1158,152
187596,2000,120
187620,1608,168
187639,1008,112
187648,2839,1308
187666,1417,149
187745,2880,200
187897,2527,737
187903,1248,384
187912,1525,2144
187958,1454,250
187967,4643,658
187976,1440,108
187985,4651,1158
187994,2064,96
188003,1464,172
188021,1776,96
188030,4553,1274
188049,1471,90
188058,2411,416
188100,984,144
188137,1545,144
188146,27996,2392
188182,13608,0
188207,.,.
188216,0,675
188225,1586,72
188261,1320,770
188304,3048,982
188340,18000,400
188429,27010,1450
188438,3556,272
188465,10950,170
188517,15570,35
188526,25700,680
188535,.,.
188580,.,.
188641,25974,910
188669,10345,150
188678,29900,600
188687,11560,180
188696,12999,0
188854,29960,300
188942,6600,0
189015,.,.
189088,42476,830
189097,40422,1762
189228,20700,1050
189264,6700,0
189273,6600,0
189282,13600,2990
189413,11000,25
189422,10440,530
189459,18360,0
189501,.,.
189547,3694,445
189556,15570,0
189565,15570,135
189574,15570,130
189583,15570,0
189592,15570,35
189653,12480,400
189705,29600,1113
189811,19000,583
189839,3820,379
189848,26288,448
189857,6200,0
189981,.,.
190008,11500,25
190044,35940,840
190053,3620,464
190071,4785,1083
190080,.,.
190099,42625,295
190114,16200,400
190150,43088,2202
190169,3648,330
190248,25650,790
190372,37500,1650
190415,41325,216
190424,.,.
190442,3870,490
190451,8465,870
190503,24990,1190
190512,5130,420
190521,3600,318
190530,3600,354
190549,5130,454
190558,5130,378
190567,5130,329
190576,5130,230
190585,3600,355
190594,5130,399
190600,5130,329
190619,3600,350
190628,3600,342
190637,5130,378
190646,5130,302
190655,5130,339
190664,5130,477
190673,3600,340
190682,.,.
190691,5130,366
190716,21450,310
190725,21800,510
190734,5000,0
190761,22200,740
190770,24118,1790
190840,2900,420
190956,7426,429
190974,14040,100
190983,35550,1400
191083,3600,430
191126,3974,485
191199,3484,410
191205,19200,350
191241,39235,732
191302,3394,444
191320,.,.
191339,3400,320
191384,14100,100
191393,14000,100
191515,42220,420
191533,35240,800
191597,14812,365
191612,3540,600
191621,18300,600
191630,42014,901
191649,32500,1050
191676,25994,100
191719,3700,776
191764,8100,130
191931,28192,2000
191959,14850,350
191968,35278,0
191986,3900,510
192004,10200,900
192022,3648,471
192040,15640,1050
192110,33630,0
192156,11208,0
192165,6200,0
192192,24310,700
192244,6500,0
192271,21650,575
192323,27390,990
192439,30016,1590
192448,30046,1600
192475,13830,2005
192509,13299,825
192536,7500,1100
192554,.,.
192563,30046,1380
192624,8200,200
192688,14200,95
192703,26500,1900
192712,33630,475
192749,34020,1350
192785,9800,320
192800,8480,1240
192819,28300,500
192864,23542,1166
192925,21598,0
192961,7593,1668
192970,4000,0
193016,16820,540
193052,8000,1050
193061,8600,0
193070,8900,0
193201,8952,510
193247,4700,0
193283,3480,530
193292,22290,1010
193308,11640,800
193317,11640,800
193326,3060,629
193353,23460,950
193380,10000,1402
193399,26500,1310
193405,.,.
193478,3990,505
193584,26048,1174
193645,28200,900
193654,37006,840
193751,.,.
193788,13824,950
193821,.,.
193830,.,.
193894,.,.
193900,39344,2262
193946,3624,334
193973,25300,1100
194028,3900,835
194073,.,.
194091,26430,860
194116,19104,670
194161,20500,1000
194189,8000,100
194204,11200,460
194222,7860,554
194240,3900,436
194310,33962,1070
194392,20570,3125
194499,9900,1450
194541,36684,1198
194569,10990,950
194578,37500,1810
194611,9130,675
194657,10850,0
194666,8960,0
194675,8000,0
194693,9700,350
194718,6075,125
194736,8450,350
194763,8000,0
194824,41600,1104
194958,24386,936
194967,12744,0
195003,31584,453
195030,41040,786
195049,.,.
195058,3815,278
195128,27000,1000
195155,.,.
195164,26925,965
195173,17500,600
195191,11360,200
195216,42420,315
195234,24614,850
195243,23220,500
195289,8027,1237
195304,44220,992
195322,3384,297
195429,.,.
195438,9000,9000
195474,27430,325
195492,10600,0
195526,41520,860
195544,17800,625
195571,.,.
195580,.,.
195669,6000,650
195687,12750,1000
195702,6000,340
195720,25790,470
195784,19000,615
195793,5000,0
195809,33235,750
195845,12450,150
195988,4180,562
196006,5270,1272
196015,5270,1269
196024,5270,1510
196033,5270,1249
196042,5270,1174
196051,5720,1800
196060,5270,1902
196079,5270,1946
196088,5270,2212
196097,5270,1724
196103,5270,999
196112,5270,1169
196121,5270,1238
196130,5270,1083
196149,5270,1304
196158,5270,1418
196167,5270,1488
196176,5270,1188
196185,5270,1289
196194,5270,1240
196200,5270,1236
196219,5270,1559
196228,.,.
196237,5270,1054
196246,5270,1212
196255,5270,415
196264,5270,275
196291,5270,1187
196307,5270,575
196389,11680,225
196413,36300,1368
196431,7400,0
196440,4900,100
196468,.,.
196477,11920,630
196565,3950,665
196583,9550,0
196592,14250,300
196653,13580,320
196680,.,.
196699,3990,638
196866,43131,471
196884,.,.
197018,9000,0
197027,0,0
197036,0,0
197045,29476,520
197081,11980,490
197133,44050,655
197142,16000,800
197151,29550,0
197197,35620,200
197221,0,0
197230,31910,1500
197285,19170,900
197294,4150,363
197522,16640,0
197531,7100,840
197601,6900,0
197610,7500,0
197647,9400,0
197674,7300,0
197692,13650,0
197708,34200,1000
197735,6400,0
197744,10700,100
197814,2128,101
197832,17028,300
197850,2128,148
197869,3153,2385
197887,1802,73
197911,21258,1724
197966,2128,64
197984,26182,0
197993,14614,2180
198011,1862,73
198039,2128,85
198066,22700,160
198084,2128,100
198109,10450,290
198118,2128,76
198136,22900,820
198154,2128,137
198206,2195,66
198215,25160,0
198233,2128,87
198242,16800,450
198251,2128,88
198260,2128,322
198303,20700,320
198321,2128,94
198330,2128,30
198367,1596,116
198376,1596,130
198385,38481,385
198419,40665,1273
198455,2128,92
198464,3348,2016
198491,2128,72
198507,2348,1466
198516,27534,347
198534,2128,90
198543,2427,1682
198552,1596,58
198561,23120,390
198570,2128,272
198598,24700,300
198613,30100,330
198622,2128,186
198640,2128,122
198668,2128,106
198677,6480,660
198695,.,.
198710,2128,38
198729,2128,70
198747,8160,730
198756,14730,2638
198774,2128,97
198808,22164,400
198817,1900,119
198835,26524,0
198862,13404,2004
198871,12742,1980
198899,21100,2218
198905,1356,38
198914,2128,115
198923,1656,68
198941,4950,500
198950,27720,50
198969,25160,390
198978,9540,945
198987,2128,73
199023,2128,75
199032,22684,514
199069,16300,0
199087,2128,116
199102,2791,1877
199111,3166,2227
199120,5128,1881
199139,3242,2198
199148,3454,2311
199157,2952,1849
199184,4716,2192
199193,5153,1865
199209,24840,50
199218,3225,2447
199263,2128,36
199272,25686,200
199281,2813,1830
199306,21230,395
199315,10380,840
199324,2128,93
199333,1894,86
199412,25356,0
199421,1596,74
199449,2128,58
199458,11200,0
199467,2128,101
199476,1862,91
199485,2128,116
199494,2128,122
199582,12364,4796
199607,22360,360
199625,2128,76
199634,1905,97
199643,10440,2786
199698,21614,0
199722,2128,99
199731,2128,96
199740,2128,120
199768,927,108
199786,2128,30
199795,2128,59
199838,1596,98
199847,41100,476
199856,2128,82
199865,26341,334
199883,12254,896
199892,2128,92
199908,2128,27
199926,2128,120
199953,2128,105
199962,20980,1200
199971,3500,285
199999,2670,1914
200004,2998,2389
200013,12600,40
200022,2691,643
200059,4414,1194
200086,3600,610
200156,16850,420
200192,3065,843
200208,2520,250
200217,13200,224
200226,4375,1709
200244,10012,839
200253,4587,1175
200280,5793,1300
200305,3592,589
200314,3120,736
200332,6135,1040
200341,2819,1083
200466,3600,210
200484,11550,1540
200527,1776,474
200554,3040,800
200572,4544,1653
200590,8729,350
200624,16047,300
200633,11664,400
200697,.,.
200785,10560,0
200800,8004,1541
200846,5740,170
200873,4440,0
201016,14850,0
201061,23150,380
201104,27654,928
201140,19500,0
201177,15810,880
201195,26396,0
201283,2858,1050
201371,25704,450
201399,13568,2575
201432,4458,228
201441,8614,1550
201469,15570,100
201548,30450,0
201645,38760,360
201654,24400,0
201672,3978,0
201690,3430,2242
201751,8200,390
201803,6500,1200
201821,12600,1705
201858,14104,500
201867,16875,400
201885,8805,1614
201928,4890,344
201946,4314,720
201955,4971,720
201964,15600,1150
201973,2646,447
202046,31760,2122
202073,38126,3134
202134,8952,50
202152,5550,0
202161,13800,0
202170,26112,1518
202222,2844,114
202268,6820,465
202356,3554,0
202435,14688,1530
202480,30340,1300
202514,25300,590
202523,39330,880
202541,15294,80
202611,11550,0
202648,3210,609
202684,15570,0
202763,27290,814
202806,9000,25
202903,5600,940
202912,14850,1330
203067,.,.
203085,23110,560
203128,26452,950
203155,2736,1257
203289,14560,100
203313,17748,300
203331,3060,0
203368,30660,1050
203386,16325,683
203447,5288,0
203456,5288,0
203465,5288,0
203474,5288,0
203483,5288,0
203492,5288,0
203517,9346,0
203526,5288,0
203535,41090,1540
203544,9168,0
203580,25158,1392
203599,3737,29
203678,4087,25
203720,7740,400
203739,7740,400
203748,3065,158
203757,11616,1560
203775,22832,588
203845,28950,740
203881,4200,36
203960,9780,660
203997,.,.
204006,4397,396
204015,4397,396
204024,10880,2273
204060,11664,360
204176,15727,851
204185,25400,300
204194,22080,0
204200,23500,900
204255,4230,60
204264,21000,610
204307,12192,0
204316,10568,540
204422,2749,523
204440,3120,214
204468,24002,650
204477,.,.
204486,13100,330
204501,42842,368
204547,.,.
204592,10763,15
204617,26260,530
204635,34140,240
204662,6291,234
204671,6093,234
204680,6093,234
204699,6093,234
204705,6093,234
204796,8856,879
204802,4527,0
204820,4713,0
204839,4527,0
204848,4713,0
204857,9936,0
204866,4713,0
204884,9965,700
204893,7990,1005
204909,37580,240
204936,29550,0
204945,3420,454
204990,.,.
205027,18640,599
205054,13094,2749
205090,8899,520
205124,8000,100
205179,10850,500
205203,19520,0
205391,21777,845
205443,5718,1044
205470,3429,428
205513,11040,50
205522,15600,1295
205531,15600,1295
205559,15600,1295
205568,15600,1295
205610,10568,540
205647,10568,540
205692,13200,125
205708,13200,125
205717,13200,125
205726,13200,125
205841,3372,0
205887,9144,270
205957,20800,420
205966,3633,0
206002,8604,900
206011,3641,404
206039,12325,100
206048,19124,0
206084,7598,1190
206154,7200,500
206215,.,.
206224,12096,630
206279,11352,120
206288,.,.
206330,20896,670
206349,24660,250
206394,15540,957
206437,22500,1265
206446,3803,140
206491,11240,1230
206507,26340,500
206516,.,.
206525,35884,550
206589,38000,290
206604,7781,0
206613,5424,0
206622,30230,930
206631,17748,300
206695,7222,229
206817,10500,2400
206835,19060,1110
206862,19170,624
206914,3105,1485
206923,1497,777
206941,4176,542
206996,1683,604
207041,3444,1259
207050,2384,816
207069,3180,0
207157,8640,2000
207209,2910,1202
207236,2760,440
207254,15000,0
207263,3495,1107
207281,1854,816
207290,2036,950
207306,4100,868
207315,.,.
207324,16600,1856
207342,3849,2080
207351,3135,2569
207388,4303,2804
207397,2534,25
207403,17994,1762
207449,2146,704
207458,24740,2760
207500,3849,3276
207564,3045,1005
207582,20060,696
207661,3023,1754
207670,2250,585
207689,17790,1915
207722,2808,936
207740,2056,1175
207847,4127,677
207856,11850,500
207865,3660,1140
207935,1741,709
207971,28580,260
208035,1750,1165
208239,17316,300
208275,3600,302
208318,3636,171
208390,3465,450
208406,3465,293
208415,3060,393
208488,24900,750
208646,5603,1443
208725,12000,1190
208822,29050,330
208965,17748,300
209038,3024,423
209056,38140,360
209065,32100,316
209074,3604,218
209108,18405,0
209241,12586,5341
209250,3780,439
209287,19990,250
209296,.,.
209409,23600,0
209490,10512,6304
209506,6377,1512
209533,22614,1657
209542,6228,1372
209551,7551,1238
209603,28440,2290
209612,32850,762
209746,2844,280
209807,6156,1608
209825,33640,2100
209922,42540,260
209940,3060,549
210076,11617,620
210146,5250,1590
210155,3318,1220
210234,3780,675
210270,3578,300
210304,17660,630
210331,24976,430
210359,14112,100
210368,.,.
210401,38800,212
210429,6450,1626
210438,8710,225
210456,9000,1150
210492,14964,1110
210508,.,.
210571,33190,800
210605,5252,602
210669,35850,340
210739,28000,1000
210775,26100,530
210809,.,.
210890,19730,0
210906,17244,300
210942,17820,300
210960,17532,300
211024,17040,1220
211079,5700,1128
211088,33490,660
211130,.,.
211158,6240,1842
211200,14820,0
211273,39860,964
211291,43628,238
211307,6216,1194
211343,5280,600
211352,32266,910
211361,6240,2672
211370,.,.
211398,9900,1305
211431,23296,208
211440,43160,850
211468,29710,400
211477,14256,735
211556,29212,1100
211583,29100,100
211608,6240,2164
211644,6240,2100
211893,0,2300
211909,11550,50
211927,6060,1390
211981,28596,2050
212009,42610,450
212018,.,.
212045,18964,150
212054,32500,2205
212072,9600,705
212090,12996,0
212106,26413,2258
212115,6240,2111
212133,25800,50
212160,6240,2120
212197,34830,0
212425,8472,892
212434,11500,1800
212443,.,.
212568,11205,925
212577,42510,100
212601,25735,542
212656,23330,0
212674,42610,0
212771,15920,130
212805,13598,0
212832,26670,450
212869,19500,380
212878,5670,1005
212911,41830,378
212975,16836,0
212984,23990,650
212993,13900,700
213011,26959,0
213020,6240,2122
213057,11040,75
213163,6000,785
213233,15332,1130
213251,33370,720
213303,18770,850
213321,27680,0
213349,6240,2119
213358,22218,730
213367,34840,400
213376,11600,180
213385,40340,318
213400,16530,630
213446,.,.
213473,9975,115
213507,32490,710
213525,5460,780
213534,9180,940
213543,40660,300
213598,6490,2572
213613,6240,1999
213622,8505,400
213631,.,.
213640,.,.
213659,5040,960
213668,31168,650
213686,5970,380
213774,13416,400
213783,6240,2414
213826,27000,1175
213914,13680,400
213932,10357,1800
213987,25860,1797
213996,27536,820
214023,23994,200
214041,6240,2121
214069,24700,1290
214111,6180,960
214148,30436,1042
214157,32931,515
214166,17930,820
214175,39630,285
214272,22476,874
214315,10200,1575
214379,4920,2580
214476,12429,800
214564,.,.
214582,10350,1050
214591,12776,860
214607,.,.
214616,.,.
214625,12242,806
214634,12242,752
214643,12242,752
214652,12242,724
214670,12242,852
214689,12776,860
214698,12242,860
214704,12776,860
214713,12776,852
214731,12242,860
214740,12242,752
214759,12242,798
214768,12242,806
214777,15124,860
214786,12242,860
214795,12242,860
214801,12242,860
214810,12242,752
214829,12242,724
214838,6840,1612
214883,14850,1050
214892,18500,2100
214971,26370,840
215053,18000,980
215062,37620,4478
215099,30356,90
215105,33500,0
215114,20688,200
215123,.,.
215132,30580,1568
215239,8280,480
215266,11736,760
215275,11736,890
215284,11736,792
215293,15272,860
215309,10338,780
215381,14715,150
215415,15055,0
215424,.,.
215433,21758,25
215442,22900,820
215479,10425,600
215585,5460,1440
215594,12825,2070
215619,.,.
215628,.,.
215637,19050,3525
215655,22405,633
215682,12080,150
215691,28100,950
215743,26758,1050
215770,36480,160
215798,27510,760
215813,.,.
215929,35692,300
215947,27654,700
215965,8905,2090
215974,16368,0
215992,7990,675
216010,6240,2616
216038,6240,2266
216047,17600,1175
216083,14856,105
216162,10850,890
216278,35400,460
216287,40816,334
216296,6800,30
216311,8000,100
216339,13006,590
216357,23076,1780
216366,31499,660
216418,12400,600
216427,15286,318
216436,15286,365
216445,15286,308
216454,15286,387
216463,.,.
216524,41650,170
216542,15652,1650
216551,23855,1505
216597,40530,580
216630,11409,1020
216649,11000,0
216667,35960,460
216694,18730,360
216764,6240,2035
216773,5760,1130
216782,12113,0
216807,29150,1360
216816,.,.
216825,4800,690
216852,34224,538
216931,26834,1376
216986,10725,525
217013,28745,595
217040,7600,0
217059,14320,1560
217086,10620,1500
217156,41328,902
217165,34288,336
217235,23955,1152
217305,18525,1410
217402,40150,825
217420,6240,1028
217475,3356,320
217484,9824,1542
217493,39482,295
217518,28968,1940
217536,32500,300
217572,11993,1210
217606,9200,780
217615,3792,290
217624,11540,400
217633,19250,1660
217688,20600,40
217712,3384,220
217721,15356,1834
217749,12120,610
217776,19950,600
217819,70,9546
217837,3528,126
217864,150,10066
217873,13060,310
217882,11524,780
217891,3900,635
217907,22200,0
217925,17520,545
217934,24600,450
217961,26320,1000
217989,2280,314
217998,26350,2110
218025,3618,170
218043,8820,600
218061,8467,335
218070,39200,360
218089,2400,200
218113,3840,220
218140,4176,268
218229,8724,780
218238,20000,0
218265,.,.
218335,14018,1140
218353,4392,262
218399,10215,315
218414,21500,1425
218441,13396,0
218487,4224,85
218520,3731,200
218539,28680,2600
218645,8460,290
218654,7722,436
218663,9768,400
218672,5700,392
218681,5700,392
218690,5700,392
218706,5700,392
218724,9680,80
218733,8688,570
218742,9146,450
218751,.,.
218821,13893,225
218830,4384,100
218858,4052,0
218885,4500,144
218894,3894,100
218919,10180,600
218955,3516,42
218964,12656,0
218973,32070,1120
218991,3840,136
219000,26250,340
219046,3657,3766
219055,9432,330
219082,3429,3468
219091,20810,0
219143,3468,2142
219170,1350,450
219189,2850,2470
219198,18826,1830
219204,12069,405
219213,11543,405
219240,.,.
219259,3429,3522
219277,1920,476
219295,15260,175
219338,1250,50
219347,3430,5390
219356,3429,3458
219374,2640,514
219383,22090,760
219408,3450,660
219426,2280,1584
219471,3429,3780
219480,3040,2340
219505,8160,434
219578,18450,600
219602,5208,1224
219639,9810,850
219709,23770,1190
219718,11592,650
219790,19550,0
219806,20786,992
219824,3096,315
219833,25520,590
219842,.,.
219879,3096,269
219888,3096,271
219949,18200,1000
219976,21896,1598
220002,15600,1110
220057,3106,281
220075,5208,1063
220118,9135,25
220136,.,.
220181,17952,1510
220206,10752,894
220215,13590,3491
220312,16500,800
220400,3096,268
220464,9056,490
220473,8800,830
220516,22700,1352
220552,17300,300
220598,7550,670
220604,10098,200
220613,12120,560
220631,17520,200
220701,19998,584
220710,29230,694
220792,.,.
220808,24400,650
220862,6144,1246
220871,.,.
220941,8040,570
220978,5256,1498
220996,.,.
221014,24360,900
221096,3096,276
221184,3096,225
221254,23952,0
221351,36154,310
221397,3096,285
221485,3096,285
221519,32020,272
221643,3096,318
221661,17534,790
221670,.,.
221731,19000,700
221740,5398,1320
221759,7224,1172
221768,5640,1076
221795,15000,2000
221838,5208,880
221847,5256,1150
221856,11250,670
221892,19990,500
221908,3096,302
221953,20910,0
221971,23330,700
221999,40320,1012
222053,3096,271
222062,3096,279
222105,4425,225
222178,23610,1660
222567,2016,424
222576,960,1578
222628,7050,0
222822,2220,360
222831,3880,2331
222877,6800,740
222938,17568,300
222983,31110,160
222992,1635,4740
223001,.,.
223083,280,1057
223117,3600,200
223214,4620,3644
223223,.,.
223232,28720,2938
223320,1608,480
223427,1944,768
223463,15245,0
223472,13380,50
223506,2370,462
223524,2490,0
223773,2490,0
223816,2280,0
223898,768,2010
223922,1008,1584
224004,22920,0
224110,1848,312
224147,4494,2100
224183,9600,475
224226,19800,100
224244,12448,700
224271,12000,0
224305,.,.
224323,29325,1825
224350,1224,2166
224402,15294,80
224439,17638,280
224527,19680,820
224545,3608,1048
224554,4490,1793
224572,2490,0
224615,2490,0
224642,1608,262
224712,.,.
224776,17568,300
224891,1770,1480
224961,1470,790
225070,1796,240
225247,21450,1010
225308,900,2460
225371,1848,294
225399,24145,1300
225414,4080,1152
225423,2160,1073
225432,3720,1066
225502,3754,972
225511,5173,2340
225520,2256,212
225548,20400,1300
225575,10396,2034
225627,21900,890
225849,17748,300
225858,17748,300
225876,6300,736
225885,11870,1504
225991,15200,0
226019,2112,624
226091,5520,2556
226107,2256,952
226116,3360,1595
226134,2016,1308
226152,3372,2037
226204,1872,492
226231,23120,470
226329,13000,2160
226383,15500,1370
226408,1800,225
226471,20700,2250
226578,2736,216
226587,21010,860
226675,4300,575
226806,3180,330
226833,3622,2026
226879,10900,1670
226930,2490,0
227146,1080,1572
227182,2640,448
227191,2490,0
227216,5884,2105
227225,1752,900
227243,19086,1054
227289,.,.
227304,2700,630
227331,22256,500
227368,3969,1065
227377,3616,1375
227386,600,1968
227401,1800,228
227429,9300,3050
227526,4062,2070
227687,2580,750
227748,11700,1747
227757,34900,651
227766,2490,0
227845,28300,400
227854,3360,272
227863,24960,340
227881,4104,1868
227924,3360,272
227979,1512,270
228042,19755,600
228149,22820,566
228158,1152,1250
228194,.,.
228246,34990,4440
228316,2484,580
228325,14850,880
228343,33440,0
228431,4186,1824
228459,5226,2038
228468,16680,400
228486,5712,1198
228501,3264,1500
228529,3455,1826
228547,1776,0
228608,3072,624
228635,5054,1220
228644,5423,2643
228653,5333,1379
228680,2220,1104
228699,2376,665
228705,4066,2574
228714,4364,1778
228723,5297,3124
228769,8878,0
228778,9794,0
228787,10276,0
228796,5341,1528
228802,5190,1402
228866,.,.
228875,32400,90
228884,7992,1690
228909,.,.
228981,23800,130
229018,3822,1302
229027,4626,2416
229063,1376,5742
229115,4699,2681
229160,17830,1930
229179,4032,1397
229267,31176,180
229300,6120,887
229319,6096,0
229328,3357,1656
229337,5270,2335
229355,2280,1362
229504,3600,300
229540,2700,1110
229780,10440,880
229799,3210,0
229814,4070,1938
229832,1752,648
229841,768,2400
229887,8970,2080
230038,4560,0
230047,4450,0
230056,14760,0
230092,2472,450
230171,3288,600
230366,13569,0
230384,17748,300
230418,2980,0
230472,13842,0
230597,2520,390
230603,4658,540
230621,14100,0
230630,15858,0
230728,4412,802
230737,3944,640
230746,2640,412
230764,5850,912
230782,3773,775
230807,26712,470
230816,41690,1110
230825,22410,135
230834,8568,900
230852,28350,50
230861,5136,100
230889,13496,174
230898,28238,1078
230913,8568,900
230931,8568,900
230940,35250,1310
230959,42048,380
230995,28618,1576
231059,35940,300
231068,.,.
231077,18990,475
231086,20200,250
231095,26802,750
231147,.,.
231165,10656,900
231174,12888,1896
231411,12600,100
231420,24480,0
231536,3345,753
231554,19980,0
231581,26200,550
231624,8270,4862
231651,11880,458
231697,3121,360
231712,5914,4170
231785,15570,100
231828,15570,1000
231837,19750,0
231873,2676,240
231882,3345,255
231970,.,.
232016,10800,2712
232025,27040,0
232043,26260,140
232052,9760,266
232089,26260,115
232186,6752,2514
232195,3345,473
232256,32854,1020
232265,16888,1910
232308,30220,575
232414,3448,470
232423,4642,3806
232450,3570,50
232502,11700,0
232557,17806,1348
232566,5880,4650
232575,3345,315
232593,2100,785
232609,29860,945
232618,5557,1075
232672,26610,350
232681,4462,4464
232706,23700,272
232724,5649,499
232788,2676,252
232797,10980,121
232867,2676,229
232919,12720,1147
232937,3380,3320
232946,3859,273
232982,4027,2539
233019,3345,280
233037,3345,278
233082,6300,2465
233091,8928,720
233116,3345,320
233277,5508,2812
233295,31400,865
233301,29866,510
233310,2676,245
233329,21405,890
233338,2936,536
233356,10200,1070
233374,43170,0
233426,31950,950
233499,11880,1330
233541,25956,1032
233611,18300,0
233639,3345,300
233648,3252,216
233684,14670,135
233718,30620,475
233754,3345,262
233772,2676,824
233842,.,.
233897,4242,3479
233903,3345,285
233912,24542,100
233921,8852,1657
233949,3615,0
234030,7600,1917
234076,9240,2546
234085,6622,6562
234137,7200,680
234155,4406,2684
234164,13314,1316
234173,29180,500
234207,40990,937
234216,13173,0
234377,3345,285
234492,17460,300
234526,4560,28075
234669,3152,240
234696,4091,133
234711,3585,0
234739,11736,52
234827,7050,956
234845,3445,199
234915,15280,0
234933,3316,243
234951,4202,591
234979,3383,445
235024,30480,400
235097,6689,551
235103,3542,455
235149,3451,105
235167,6909,577
235237,3542,255
235316,31730,492
235334,3130,354
235343,3170,423
235422,15480,70
235431,2849,693
235510,17748,300
235529,17748,300
235547,21000,900
235671,4905,1200
235699,2465,997
235750,3532,282
235769,21760,500
236072,3152,313
236133,23030,340
236188,3102,195
236230,30950,0
236258,3558,120
236328,38510,210
236382,4178,1125
236452,27300,322
236504,3152,275
236513,3152,341
236577,29976,363
236595,32400,300
236610,3076,536
236638,3300,300
236656,3472,113
236692,2531,591
236708,2531,591
236753,3350,116
236887,3527,0
236896,23670,228
236939,9374,1425
236948,9746,828
236975,3151,105
236993,13536,75
237011,6973,783
237039,3722,0
237057,40180,316
237066,31830,314
237109,3540,307
237118,22530,210
237136,10032,1750
237154,5880,1800
237172,2970,750
237181,22954,900
237215,4908,0
237242,2700,800
237312,25000,181
237330,5446,0
237358,22000,320
237367,5326,0
237385,4098,1254
237437,7470,0
237525,4584,1068
237552,17916,0
237561,2000,370
237598,8100,115
237640,16338,1712
237686,2268,0
237701,3058,0
237783,14400,1320
237792,350,5204
237817,2102,200
237880,.,.
237899,4918,0
237932,5266,0
237950,4640,704
237969,23940,1024
237978,9000,150
237987,10425,1300
237996,11372,750
238014,2088,390
238032,5674,0
238078,24650,990
238193,20544,525
238263,3356,298
238324,19946,439
238333,36444,230
238397,3356,168
238430,22720,610
238458,24749,499
238476,31300,0
238573,22540,1100
238616,23050,210
238661,22850,0
238722,3356,488
238759,3356,208
238892,17748,300
238935,15294,80
238980,19364,866
239008,3356,185
239017,38205,276
239071,11160,1100
239080,22090,350
239105,31400,422
239169,.,.
239220,3355,320
239248,3356,463
239309,26990,1664
239318,30990,0
239372,3356,335
239390,22540,460
239424,.,.
239442,2684,148
239460,3355,318
239488,3355,367
239503,11990,890
239512,25725,841
239628,28414,275
239637,.,.
239716,28935,460
239743,21580,240
239910,3363,285
239929,15570,35
240055,4503,379
240107,21280,590
240116,3356,285
240125,3356,201
240170,3356,313
240189,6179,1016
240198,3356,215
240213,.,.
240268,6733,1286
240277,5970,1312
240329,7189,1140
240338,22680,150
240365,6090,905
240374,5970,960
240392,11040,0
240417,6649,1893
240426,6207,1329
240444,8592,1073
240453,7669,1006
240462,6084,1029
240471,6070,1207
240480,5970,1176
240505,1704,432
240514,1704,504
240596,1704,576
240620,1704,840
240657,1704,626
240666,1704,736
240693,1704,378
240727,2496,1005
240736,2660,280
240745,3720,324
240754,4560,498
240790,2280,540
241100,4080,1000
241128,4080,1000
241146,4536,1738
241191,5340,995
241216,5580,675
241225,4950,650
241304,6290,100
241331,5940,979
241377,4080,800
241386,4080,800
