UNITID,TUITION2,FEE2
180489,4603,1672
180522,3953,1313
180595,23228,490
180647,5076,1203
180692,3699,1050
180814,6000,300
180832,10704,504
180878,12087,624
180902,2400,300
180948,4200,1376
180984,24500,250
181002,32812,1518
181020,25560,620
181093,17656,600
181127,24500,1020
181145,5050,0
181215,5235,1286
181242,15327,25
181297,12192,630
181303,2385,225
181312,2310,450
181330,26746,400
181376,11300,0
181394,5180,1370
181400,15327,25
181419,4080,0
181428,8220,556
181446,26742,500
181464,6480,1495
181491,2355,555
181534,4200,1546
181543,4800,270
181604,26934,0
181640,2498,56
181738,19550,920
181756,11676,862
181765,4176,354
181783,4200,1374
181792,2600,90
181817,1992,396
181853,13760,1840
182005,2535,165
182111,17316,100
182148,15552,0
182281,6074,496
182290,6105,758
182306,2535,165
182430,6324,225
182458,27753,730
182500,2535,165
182564,2265,435
182634,37300,0
182661,15630,0
182670,45444,1308
182795,29100,1900
182829,.,.
182865,7896,120
182908,6450,1350
182980,32650,350
183026,28554,330
183044,13670,2826
183062,10410,2366
183071,13350,412
183080,10410,2200
183099,6720,640
183105,6720,944
183114,6720,455
183123,6720,242
183132,6720,448
183141,6720,512
183150,6720,288
183211,27480,575
183239,34084,910
183248,17627,1731
183257,6840,225
183275,19800,0
183488,12437,2222
183600,5220,0
183655,4890,715
183743,6528,1014
183789,21900,1200
183804,17616,0
183822,24680,1200
183859,5544,665
183877,3360,885
183910,27900,1100
183938,3240,1020
183974,29070,1470
184047,13342,225
184153,8750,365
184180,7020,675
184205,3600,900
184348,42936,982
184357,8900,250
184481,5208,780
184603,33920,958
184612,28360,1630
184694,36386,958
184773,28238,1368
184782,8906,3474
184791,3500,1005
184959,14400,2781
184968,19694,2180
184995,6750,1203
185129,7651,3092
185174,18800,780
185262,7132,3786
185509,3792,708
185536,4944,1656
185572,30390,628
185590,8182,3136
185624,13045,1450
185651,7320,19760
185679,7320,13159
185758,.,.
185828,12800,2418
185873,3194,960
186034,3165,1001
186122,.,.
186131,40170,0
186186,10700,0
186201,8650,4738
186283,34560,710
186371,10718,2630
186380,10718,2781
186399,10718,2280
186405,5694,1206
186423,11700,1500
186432,31230,1054
186469,3750,1044
186584,33740,2080
186618,28148,1947
186645,3480,742
186867,42920,1570
186876,7948,4374
186900,11000,0
187046,5700,0
187134,10355,4375
187198,8160,1836
187444,7421,4497
187532,1188,176
187596,2400,190
187620,1704,168
187639,1008,240
187648,2924,1634
187666,1464,240
187745,3360,200
187897,2918,1082
187903,1296,408
187912,1571,2765
187958,1454,250
187967,5046,668
187976,1557,108
187985,5646,1200
187994,2184,96
188003,1608,172
188021,1860,96
188030,4910,1310
188049,1471,90
188058,2748,1312
188100,984,354
188137,1545,144
188146,25440,2210
188182,14280,0
188207,.,.
188216,0,675
188225,1728,72
188261,1152,408
188304,3360,1363
188340,19850,600
188429,29300,1500
188438,3774,422
188465,10950,170
188517,15203,15
188526,28200,700
188535,.,.
188580,.,.
188641,24372,950
188669,10740,220
188678,29900,750
188687,14318,180
188696,12999,600
188854,31520,300
188942,7000,0
189015,.,.
189088,45730,640
189097,43100,1690
189228,21900,1200
189264,7500,0
189273,7500,0
189282,14960,3063
189413,11000,25
189422,10800,530
189459,16665,0
189501,.,.
189547,3954,587
189556,15027,23
189565,15135,14
189574,15190,17
189583,14880,15
189592,15230,17
189653,12840,660
189705,31990,1342
189811,21020,498
189839,4090,392
189848,28900,510
189857,6700,0
189981,.,.
190008,14500,40
190044,39700,840
190053,3960,606
190071,4786,1814
190080,.,.
190099,46060,320
190114,17010,520
190150,46846,2292
190169,3960,330
190248,27060,1035
190372,39600,1800
190415,45130,228
190424,.,.
190442,4070,541
190451,8823,870
190503,26460,1260
190512,5730,480
190521,4200,318
190530,4200,354
190549,5730,454
190558,5730,428
190567,5730,359
190576,5730,245
190585,4200,355
190594,5730,399
190600,5730,329
190619,4200,350
190628,4200,366
190637,5730,378
190646,5730,302
190655,5730,339
190664,5730,477
190673,4200,340
190682,.,.
190691,5730,366
190716,22480,370
190725,23580,510
190752,9500,500
190761,24020,770
190770,26590,1800
190840,3200,435
190956,8097,475
190974,14400,700
190983,36600,1550
191083,3995,564
191126,5247,680
191199,3834,422
191205,20400,370
191241,42845,732
191302,3598,510
191320,.,.
191339,3700,350
191515,45620,460
191533,38120,810
191597,16293,400
191612,3740,620
191621,19300,600
191630,45180,985
191649,36350,1050
191676,27578,150
191719,3980,754
191764,7800,140
191931,30670,2100
191959,15300,350
191968,38400,0
191986,4220,590
192004,10800,900
192022,3864,533
192040,17240,1220
192110,36720,0
192156,10000,0
192165,8600,0
192192,26490,750
192271,23070,575
192323,29470,990
192439,32370,1750
192448,32370,1700
192509,13299,960
192554,.,.
192563,32370,1700
192624,9400,200
192688,12000,95
192703,33000,2770
192712,36000,500
192749,34020,1350
192785,10810,320
192800,8060,1990
192819,30700,500
192864,25400,1240
192925,23812,0
192961,8065,1382
192970,5000,0
193016,16996,580
193052,9000,1400
193061,8600,0
193070,9500,0
193201,8952,504
193247,5586,0
193283,3710,578
193292,24700,1010
193308,12336,900
193326,3240,634
193353,25300,950
193380,10000,1631
193399,28980,1310
193405,.,.
193478,4088,505
193584,28146,1278
193645,30210,1050
193654,38976,886
193751,.,.
193788,8064,950
193821,.,.
193830,.,.
193894,.,.
193900,42472,2376
193946,3792,372
193973,26900,1300
194028,4050,850
194073,.,.
194091,29700,1080
194116,25830,710
194161,23000,250
194189,8900,100
194222,4172,584
194240,4400,602
194310,36732,1337
194392,21930,3331
194499,9900,1450
194541,40060,1268
194569,11590,1050
194578,41226,1900
194611,9130,675
194657,11900,0
194666,8960,0
194675,8000,0
194693,10700,350
194718,6550,125
194736,8450,350
194763,8000,0
194824,45100,1169
194958,26352,1012
194967,12744,0
195003,33932,492
195030,44580,792
195049,.,.
195058,4175,335
195128,27000,1000
195155,.,.
195164,28624,965
195173,19950,750
195191,12240,660
195216,45705,335
195234,26750,934
195243,25840,500
195289,8520,1569
195304,47640,1056
195322,3384,361
195438,9000,0
195474,31118,250
195492,11000,50
195526,44820,904
195544,21250,628
195580,.,.
195687,13600,1000
195702,7000,450
195720,27870,560
195784,21000,769
195793,5000,200
195809,36860,810
195845,13050,150
195988,4474,642
196006,5870,1424
196015,5870,1311
196024,5870,1330
196033,5870,1279
196042,5870,1255
196051,5870,1542
196060,5870,2170
196079,5870,2274
196088,5870,2341
196097,5870,2125
196103,5870,1163
196112,5870,1220
196121,5870,1352
196130,5870,1152
196149,5870,1457
196158,5870,1530
196167,5870,1560
196176,5870,1213
196185,5870,1350
196194,5870,1311
196200,5870,1304
196219,5870,1703
196228,.,.
196237,5570,1054
196246,5870,1309
196255,5870,545
196264,5870,395
196291,5870,1239
196307,5870,768
196389,12922,450
196413,38970,1488
196431,8100,0
196440,5000,0
196468,.,.
196477,12810,530
196565,4300,785
196583,10450,0
196592,14900,350
196653,14980,320
196680,.,.
196699,4230,712
196866,46314,471
196884,.,.
197018,13200,0
197027,0,1032
197036,0,0
197045,32280,520
197081,12590,540
197133,47180,710
197142,17640,600
197151,32270,0
197197,38920,300
197221,42750,0
197230,34400,1500
197285,20115,900
197294,4280,443
197522,16820,0
197531,7440,890
197601,7600,0
197610,8100,0
197647,10200,0
197674,7900,0
197692,14550,110
197708,36600,1000
197735,7500,0
197744,10700,100
197814,1910,127
197832,17028,100
197850,2280,149
197869,3772,2690
197887,1930,73
197911,23348,2048
197966,2288,64
197984,18500,0
197993,14906,2224
198011,2002,73
198039,2288,85
198066,25000,200
198084,2288,100
198109,11040,290
198118,2288,76
198136,25300,940
198154,2288,137
198206,2574,84
198215,26820,0
198233,2386,99
198242,18300,375
198251,2288,108
198260,2288,273
198303,22160,350
198321,2208,94
198330,2228,30
198367,1716,116
198376,1716,150
198385,42425,424
198419,44020,1356
198455,1748,92
198464,3959,2184
198491,2288,72
198507,2776,1653
198516,29750,399
198534,2288,90
198543,2743,1862
198552,1824,138
198561,25440,390
198570,2288,272
198598,25806,500
198613,32090,380
198622,2288,174
198640,2228,117
198668,2288,106
198677,6960,770
198695,27100,3615
198710,2288,54
198729,2288,70
198747,8160,730
198756,15466,2770
198774,2288,97
198808,23450,700
198817,2288,119
198835,29310,0
198862,13940,2084
198871,13450,2090
198899,23152,2484
198905,2145,38
198914,2417,109
198923,1716,60
198941,5175,500
198950,30562,0
198969,27530,300
198978,9540,945
198987,2288,103
199023,2288,75
199032,23320,200
199069,17300,0
199087,2288,120
199102,3270,2152
199111,3666,2575
199120,6423,1917
199139,3522,2585
199148,3932,2450
199157,3455,2071
199184,5870,2401
199193,6038,2168
199209,26482,150
199218,4026,2317
199263,2288,38
199272,23700,200
199281,3211,1933
199306,23750,400
199315,11900,555
199324,2288,123
199333,1893,86
199412,28145,900
199421,1656,74
199449,2288,78
199458,12160,0
199467,2288,101
199476,2288,80
199485,1716,116
199494,2288,132
199582,12890,5000
199607,24200,366
199625,2288,77
199634,2288,97
199643,11808,4672
199698,23332,0
199722,2317,99
199731,2002,84
199740,2288,124
199759,6816,200
199768,2288,113
199786,2145,30
199795,2287,59
199838,1716,110
199847,44200,542
199856,2288,197
199865,29150,390
199883,13750,583
199892,2288,92
199908,2000,38
199926,2288,130
199953,2288,105
199962,23620,1420
199971,3500,525
199999,3144,2324
200004,3669,2596
200013,10764,0
200022,2745,742
200059,4704,1142
200086,3600,610
200156,17974,520
200192,3130,907
200208,3000,300
200217,14280,450
200226,4644,1709
200244,10724,855
200253,4820,1226
200280,6159,1349
200305,3478,616
200314,3233,796
200332,6336,1204
200341,2618,1006
200466,3600,310
200484,12300,1600
200527,1776,474
200554,4410,800
200572,4839,1677
200590,9019,333
200624,23001,340
200633,11664,300
200697,.,.
200785,10800,0
200800,8449,1605
200846,5940,176
200873,4800,0
201016,15980,0
201061,23950,380
201104,28908,928
201140,.,.
201177,16456,880
201195,27840,0
201283,2448,1004
201371,28054,450
201399,12083,2493
201432,4706,240
201441,9096,1630
201469,15458,688
201548,31990,0
201645,41420,380
201654,26220,200
201672,4296,0
201690,3738,2320
201751,8700,370
201803,7200,1200
201821,17100,1783
201858,14766,500
201867,18750,400
201885,9124,1660
201928,3487,258
201946,4490,720
201955,5170,720
201964,16470,1250
201973,2832,447
202046,34270,2239
202073,42250,1789
202134,9449,50
202152,5645,0
202161,13980,0
202170,28872,1518
202222,3790,0
202356,3853,0
202435,12600,1530
202480,35800,0
202514,28050,640
202523,42990,920
202648,3510,639
202684,15164,17
202763,28894,904
202806,10656,25
202903,6000,1000
202912,16150,1465
203067,.,.
203085,25600,580
203128,28252,1225
203155,2976,1314
203289,14560,100
203313,17748,300
203331,3420,0
203368,33330,1150
203386,16533,873
203447,5554,0
203456,5554,0
203465,5554,0
203474,5554,0
203483,5554,0
203492,5554,0
203517,9816,0
203526,5554,0
203535,43900,1740
203544,10032,0
203580,25976,1392
203599,4037,29
203678,4224,0
203720,8100,400
203739,8100,400
203748,3291,267
203757,17455,150
203775,24934,744
203845,31050,890
203881,4390,32
203960,10770,660
203997,.,.
204006,4676,396
204015,4676,396
204024,11443,2357
204060,11664,360
204176,16897,851
204185,27060,320
204194,15850,0
204200,24900,900
204255,4470,86
204264,23000,662
204307,12043,256
204316,11304,810
204422,2949,562
204440,3360,214
204468,25694,650
204477,.,.
204486,9336,441
204501,46250,620
204592,8460,15
204617,28402,530
204635,36470,250
204662,6876,228
204671,6912,228
204680,6912,228
204699,6912,228
204705,6912,228
204796,9168,869
204802,4778,0
204820,4974,0
204839,4778,0
204848,4974,0
204857,10446,0
204866,4982,0
204884,10390,1308
204893,8460,1355
204909,40250,260
204936,31424,0
204945,3595,231
204990,.,.
205027,19985,629
205054,13708,2706
205090,10926,661
205124,9500,100
205179,11053,533
205203,20510,270
205391,22848,780
205443,6085,1092
205470,3090,342
205513,11520,50
205522,18000,0
205531,18000,0
205559,18000,0
205568,18000,0
205610,11304,810
205647,11304,810
205708,11985,125
205726,11895,125
205841,2796,811
205887,10206,270
205957,22720,440
205966,4132,0
206002,10044,900
206011,3910,434
206048,20700,0
206084,7864,1411
206154,7200,500
206215,.,.
206224,11532,857
206279,11760,144
206288,.,.
206330,20896,670
206349,26490,230
206394,15800,1539
206437,24610,1230
206446,4080,155
206491,12020,3120
206507,27890,300
206516,.,.
206525,37230,800
206589,41300,380
206604,8542,0
206613,5740,0
206622,32070,930
206631,17748,300
206695,7670,459
206817,11350,2700
206835,21052,1200
206862,21420,618
206914,3435,1620
206923,1878,930
206941,4715,722
206996,2220,1132
207041,3878,1363
207050,2571,957
207069,3495,0
207157,9000,2600
207209,2568,1247
207236,3714,420
207254,15915,0
207263,3915,1077
207281,2085,934
207290,2275,1261
207306,4689,953
207315,.,.
207324,18800,0
207342,3957,2109
207351,3645,3094
207388,4425,3017
207397,2587,74
207403,19830,2012
207449,2327,764
207458,25482,3450
207500,3957,3384
207564,3315,1080
207582,21696,812
207661,3327,2024
207670,2460,644
207689,18680,1915
207722,3696,1770
207740,2250,1175
207847,4682,633
207856,13470,750
207865,4095,1365
207935,1889,717
207971,32288,320
208035,1977,1023
208239,17316,100
208275,3960,302
208318,4068,261
208390,3690,630
208406,3780,353
208415,3978,450
208488,26900,592
208646,6120,1410
208725,12480,1230
208822,30770,350
208965,17748,300
209038,3348,487
209056,41568,360
209065,35900,340
209074,3940,197
209108,19665,0
209241,13352,5666
209250,4005,596
209287,21600,250
209296,.,.
209409,24780,150
209490,12132,5479
209506,7078,1470
209533,25500,1520
209542,6876,1446
209551,8280,1483
209603,29442,2975
209612,36184,840
209746,3168,280
209807,6615,1263
209825,36700,1970
209922,45750,260
209940,3276,549
210076,13508,589
210146,6399,1395
210155,3693,1491
210234,4512,768
210270,3686,304
210304,19910,660
210331,26976,455
210359,14256,0
210368,.,.
210401,41990,315
210429,7125,1509
210438,.,.
210456,11000,1265
210492,16500,1224
210508,.,.
210571,35860,800
210605,5986,806
210669,38710,390
210739,30000,1250
210775,28500,560
210809,.,.
210890,19830,0
210906,17244,100
210942,17820,100
210960,17532,100
211024,18420,1290
211079,6900,1530
211088,36150,660
211130,.,.
211158,6622,1960
211200,15300,0
211273,42870,1030
211291,46646,256
211307,5904,1154
211343,5582,930
211352,28090,910
211361,6622,2617
211370,.,.
211398,11900,1230
211431,25200,216
211440,46670,972
211468,32600,400
211477,15372,795
211556,31294,1160
211583,31000,170
211608,6624,2184
211644,6622,2782
211893,0,2425
211909,13000,50
211927,6300,1510
211981,30840,2050
212009,45644,450
212018,.,.
212045,17882,150
212054,38371,2370
212072,10500,705
212090,12996,0
212106,28913,2472
212115,6622,2507
212133,27900,190
212160,6622,2227
212197,38200,0
212425,9360,892
212434,12500,2325
212443,.,.
212452,5520,280
212568,12708,1002
212577,46185,100
212601,27815,546
212656,25220,0
212674,45870,0
212771,17520,140
212805,14880,0
212832,28850,600
212869,20500,160
212878,6030,1170
212911,45018,408
212975,16836,0
212984,26200,900
212993,13900,700
213011,29115,0
213020,6622,2458
213057,9200,75
213163,7140,1050
213233,15965,1230
213251,36410,760
213303,20300,1000
213312,13233,225
213321,30310,0
213349,6622,2197
213358,24028,750
213367,37700,500
213376,12480,510
213385,43580,390
213400,17640,630
213446,.,.
213473,9300,0
213507,34900,800
213525,5880,780
213534,9180,940
213543,43220,300
213598,7018,2786
213613,6622,2277
213622,14400,325
213631,.,.
213640,.,.
213659,6600,1170
213668,33056,690
213686,6270,450
213774,14650,600
213783,6622,2570
213826,29340,1350
213914,14120,400
213932,10857,1800
213987,28400,1900
213996,29650,820
214023,23994,200
214041,6622,2244
214069,26670,1540
214111,7500,1140
214148,32920,1128
214157,34938,580
214166,19328,940
214175,42470,285
214272,23960,988
214315,11550,1725
214379,5280,2820
214476,12504,1200
214564,.,.
214582,11250,1500
214591,13338,902
214607,.,.
214616,.,.
214625,12568,844
214634,12474,844
214643,12568,786
214652,12706,780
214670,12706,896
214689,13338,902
214698,12568,902
214704,13338,902
214713,13338,902
214731,12706,902
214740,12568,786
214759,12568,844
214768,12706,844
214777,16090,902
214786,12568,896
214795,12568,902
214801,12706,902
214810,12706,844
214829,12706,896
214838,8400,926
214883,15990,1050
214892,18500,2500
214971,28930,1450
215053,19700,980
215062,40594,5296
215099,32990,400
215105,36582,0
215114,22250,205
215123,.,.
215132,33046,1696
215239,8880,480
215266,12208,870
215275,12208,920
215284,12208,922
215293,16240,860
215309,10544,780
215381,18975,150
215415,15356,0
215424,.,.
215433,22706,25
215442,24980,1190
215479,11400,855
215585,6540,1440
215594,13725,2370
215619,.,.
215628,.,.
215637,19650,3900
215655,24460,654
215682,13160,150
215691,30000,950
215743,28942,1050
215770,38880,160
215798,29540,810
215813,.,.
215929,37504,350
215947,29200,1100
215974,17640,0
215992,8394,1050
216010,6622,2826
216038,6622,2405
216047,18300,1200
216083,15735,0
216162,10850,890
216278,38280,500
216287,44368,350
216296,7200,30
216311,8550,100
216339,13406,690
216348,.,.
216357,24998,1804
216366,33896,714
216418,12625,480
216427,16216,254
216436,16216,374
216445,16216,325
216454,16216,408
216463,.,.
216524,44350,180
216542,17614,1725
216551,23855,1600
216597,43840,590
216630,12179,1500
216649,11000,0
216667,39250,460
216694,20180,360
216764,6622,2228
216773,6080,1120
216782,13575,0
216807,31230,1215
216816,.,.
216825,5580,810
216852,37370,658
216931,28884,1466
216986,12075,650
217013,28745,625
217040,8400,0
217059,15350,1660
217086,10620,1500
217156,44608,1004
217165,36872,362
217235,27156,0
217305,19875,1410
217402,42385,860
217420,6530,1072
217475,3624,320
217484,10878,1572
217493,42622,310
217518,29976,1692
217536,34450,500
217572,14032,1606
217606,9600,830
217615,3873,290
217624,11540,400
217633,20820,1970
217688,22050,40
217712,4344,196
217721,16354,1900
217749,12820,640
217776,21600,600
217819,70,10556
217837,3720,126
217864,150,10688
217873,14640,370
217882,12230,824
217891,4200,700
217907,24576,0
217925,18390,540
217934,26350,450
217961,28124,1000
217989,2352,310
217998,29310,2270
218025,3930,170
218043,8820,600
218061,8978,408
218070,42784,380
218089,2400,200
218113,4080,230
218140,4236,268
218229,9200,900
218238,22080,0
218265,.,.
218335,14584,1200
218353,4536,214
218399,10762,325
218414,22050,1750
218441,14772,0
218487,4682,85
218520,4008,200
218539,30990,2660
218645,9018,290
218654,8586,386
218663,10416,400
218672,6090,392
218681,6090,392
218690,6090,392
218706,6090,392
218724,9680,80
218733,8906,870
218742,9748,450
218751,.,.
218821,14882,903
218830,4730,100
218858,4361,0
218885,4728,144
218894,4108,130
218919,10180,600
218955,3728,42
218964,13430,240
218973,34305,1210
218991,3996,497
219000,28200,430
219046,3993,3846
219055,10440,450
219082,3993,3513
219091,22700,0
219143,2496,2354
219170,1840,60
219189,2496,1800
219198,21062,1830
219204,12132,360
219213,11340,360
219240,.,.
219259,3993,3570
219277,1920,668
219295,16664,350
219338,1250,50
219347,4170,5870
219356,4164,3549
219374,2640,514
219383,23760,790
219408,3750,660
219426,2496,2136
219471,4164,3858
219480,3102,2651
219505,8688,662
219578,19950,600
219602,5592,1284
219639,11520,960
219709,26100,1280
219718,9743,1150
219790,21150,0
219806,22656,1040
219824,3336,315
219833,27620,590
219842,.,.
219879,3336,269
219888,3336,271
219949,19200,1000
219976,24234,1860
220002,18000,0
220057,3336,291
220075,5904,1345
220118,9240,25
220136,.,.
220181,18862,1587
220206,11856,986
220215,20468,0
220312,13320,0
220400,3336,268
220464,9440,570
220473,9950,850
220516,23608,1352
220552,18500,375
220598,8380,800
220604,10460,220
220613,13200,550
220631,18960,530
220701,21422,850
220710,30410,722
220792,.,.
220808,26850,650
220862,7056,1256
220871,.,.
220941,8640,1120
220978,5928,1618
220996,.,.
221014,26890,1026
221096,3612,276
221184,3336,225
221254,26160,0
221351,39484,310
221397,3336,285
221485,3336,305
221519,34521,272
221643,3336,324
221661,18990,800
221670,.,.
221731,21000,800
221740,6064,1490
221759,8648,1414
221768,6336,1171
221795,15000,2000
221838,5568,930
221847,5808,1255
221856,11250,870
221892,21830,500
221908,3336,302
221953,22250,0
221971,26160,720
221999,41928,1050
222053,3336,271
222062,3336,279
222105,5655,225
222178,28350,0
222567,2112,454
222576,1008,1890
222628,7260,0
222822,2880,360
222831,3736,2823
222877,7950,890
222938,17568,100
222983,33645,185
222992,2010,5850
223001,.,.
223083,325,1095
223117,4200,300
223214,4928,4788
223223,.,.
223232,32574,3398
223320,2216,536
223427,2760,1112
223463,15886,0
223472,13520,50
223506,2790,525
223524,2910,0
223773,2910,0
223816,2460,0
223898,2640,2010
223922,1008,1728
224004,25400,480
224110,1872,480
224147,4494,2678
224183,9600,475
224226,22050,300
224244,13888,800
224271,10500,0
224305,.,.
224323,30850,2260
224350,1430,2390
224439,22638,700
224527,21690,900
224545,4244,1334
224554,4790,1793
224572,2910,0
224615,2910,0
224642,1824,270
224712,.,.
224776,17568,100
224891,1890,1600
224961,1470,790
225070,2088,456
225247,22350,1110
225308,900,2700
225371,2400,360
225399,26280,1650
225414,4440,1266
225423,2280,1078
225432,4156,1122
225502,3924,1270
225511,7483,918
225520,2828,212
225548,21800,1400
225575,11460,2034
225627,23800,990
225849,17748,300
225858,17748,300
225876,6300,975
225885,10090,1279
225991,16387,0
226019,2304,672
226091,4992,2437
226107,2544,952
226116,3479,1612
226134,2400,1500
226152,3504,2314
226204,1872,462
226231,25250,490
226383,18540,200
226408,2040,414
226471,21420,2200
226578,2976,216
226587,24121,0
226675,5014,1258
226806,3660,347
226833,4845,2820
226879,12432,275
226930,2910,0
227146,1110,1572
227182,2640,448
227191,2910,0
227216,6534,2211
227225,2040,959
227243,21000,1130
227289,.,.
227304,3090,630
227331,23400,538
227368,4176,997
227377,3636,1284
227386,600,2112
227401,1944,228
227429,9300,4125
227526,4314,2450
227687,2580,750
227748,17760,247
227757,38260,681
227766,2910,0
227845,33320,400
227854,5470,30
227863,27900,340
227881,4680,2342
227924,5470,30
227979,2016,280
228042,21884,600
228149,24520,606
228158,1333,1452
228194,.,.
228246,38870,4930
228316,2750,628
228325,16950,880
228343,35240,0
228431,4992,1824
228459,5918,2142
228468,18240,400
228486,6382,1238
228501,3744,1692
228529,3696,2160
228547,2064,0
228608,3072,672
228635,5397,1220
228644,4968,1308
228653,5633,2664
228680,2238,1104
228699,2700,980
228705,4366,2574
228723,5297,3209
228769,8878,0
228778,9798,0
228787,10864,0
228796,5606,1453
228802,5370,1852
228866,.,.
228875,36500,90
228884,8208,1800
228909,.,.
228981,25760,130
229018,4029,1221
229027,4786,2671
229063,1400,6092
229115,4862,2655
229160,19658,2382
229179,5406,2044
229267,34152,526
229300,6444,1006
229319,2160,1104
229328,3356,1656
229337,5425,2665
229355,2310,1452
229504,3900,300
229540,2790,1110
229780,11520,1030
229799,3540,0
229814,4370,2130
229832,1950,648
229841,768,2568
229887,9240,2142
230038,4850,0
230047,4770,0
230056,13500,0
230171,3648,643
230366,15433,75
230384,17748,300
230418,3060,0
230472,13842,0
230597,2830,390
230603,5208,716
230621,16100,0
230630,16972,0
230728,4910,886
230737,4368,718
230746,2924,418
230764,6511,946
230782,4159,831
230807,28992,508
230816,44490,590
230825,22860,25
230834,9312,974
230852,31250,100
230861,5568,100
230889,14738,192
230898,31072,1120
230913,9312,974
230931,9312,974
230940,37200,910
230959,44919,395
230995,31550,1821
231059,38690,325
231068,.,.
231077,20600,600
231086,21725,275
231095,28978,916
231147,.,.
231165,11520,974
231174,13728,1990
231411,12600,55
231420,27500,0
231536,3675,909
231554,22390,0
231581,28500,590
231624,9232,5035
231651,15300,538
231697,3510,375
231712,6520,4572
231785,14943,17
231828,15673,318
231837,22400,0
231873,2940,240
231882,3661,239
231970,.,.
232016,15000,1912
232025,28966,0
232043,29210,140
232052,3660,285
232089,28470,115
232186,7220,2688
232195,3675,495
232256,36224,1128
232265,18618,2106
232308,32710,610
232414,3768,480
232423,5104,4072
232450,3900,70
232502,11700,0
232557,19486,1282
232566,6450,4890
232575,3675,330
232609,32620,945
232618,8041,1641
232672,28360,360
232681,4896,4824
232706,26100,330
232724,3600,450
232788,2940,252
232797,11412,138
232867,2929,240
232885,285,1986
232919,15264,147
232937,3810,3316
232946,4294,303
232982,5474,3076
233019,3661,239
233037,3675,290
233082,4295,1400
233091,8928,860
233116,3675,320
233277,6032,2944
233295,33900,950
233301,32240,610
233310,2940,305
233329,17473,687
233338,3370,650
233356,7768,1275
233374,45320,0
233426,35108,1364
233541,27986,1420
233611,18900,0
233639,3675,300
233648,3120,216
233684,15300,195
233718,33120,475
233754,3705,276
233772,2964,824
233842,.,.
233897,4676,3833
233903,3675,315
233912,24542,100
233921,9617,1838
233949,4004,0
234030,9960,2042
234076,10016,2652
234085,7080,7324
234137,7200,680
234155,4712,3072
234164,13614,1316
234173,31532,650
234207,43570,937
234216,14831,0
234377,3675,315
234492,17460,100
234669,3523,231
234696,3527,1110
234711,4150,0
234739,11736,0
234827,7941,1035
234845,3523,311
234915,14880,0
234933,3407,243
234951,4001,450
234979,3721,455
235024,33550,400
235097,7372,589
235103,3953,455
235149,3513,105
235167,7833,741
235237,3522,255
235316,34570,492
235334,3523,416
235343,4000,443
235422,17664,80
235431,3217,783
235510,17748,300
235529,17748,300
235547,22020,450
235671,4164,1096
235699,2829,1078
235750,3997,275
235769,26442,600
236072,3523,339
236133,25390,544
236188,3531,195
236230,34440,300
236258,4126,120
236328,41640,228
236382,3590,1130
236452,29950,334
236504,3523,301
236513,3523,370
236577,33444,369
236595,35865,600
236610,3427,560
236638,3800,400
236656,4200,270
236692,2829,660
236708,2928,660
236753,3606,120
236887,4376,0
236896,24822,555
236939,10874,1453
236948,11305,1092
236975,3613,105
236993,14112,0
237011,8040,823
237039,4180,94
237057,43150,350
237066,35320,692
237109,3523,297
237118,22530,210
237136,11450,1495
237172,2970,750
237181,24836,900
237215,5564,0
237242,2700,800
237312,18750,150
237330,6002,158
237358,24500,492
237367,5824,0
237385,4632,1752
237437,7485,0
237525,5140,1076
237552,18639,0
237598,8100,115
237640,17000,1750
237686,2712,0
237701,3336,0
237783,17700,0
237792,4354,1902
237817,2904,220
237880,.,.
237899,5932,0
237932,6226,0
237950,5352,456
237969,25650,1144
237978,9500,200
237987,11250,1375
237996,11665,1425
238014,2400,490
238032,6456,0
238078,26800,1030
238193,22656,575
238263,3666,248
238324,20629,590
238333,40970,280
238397,3666,183
238430,24800,650
238458,27039,685
238476,34850,0
238573,24598,1100
238616,24930,230
238661,24666,0
238722,3666,486
238759,3666,223
238892,17748,300
238980,21960,990
239008,3666,202
239017,40926,300
239071,11980,1140
239080,24300,350
239105,34200,440
239169,.,.
239220,3666,331
239248,3666,487
239309,29474,1515
239318,32880,1590
239372,3666,366
239390,24598,500
239424,.,.
239442,4039,316
239460,3666,359
239488,3666,393
239503,12290,1090
239512,29000,990
239628,31327,275
239637,.,.
239716,31266,600
239743,22950,230
239910,3667,297
239929,14679,25
240055,4750,433
240107,22740,590
240116,3692,297
240125,3666,219
240170,3666,323
240189,6519,1059
240198,3910,386
240213,.,.
240268,7361,1349
240277,6298,1378
240329,7585,1184
240338,24620,150
240365,6422,979
240374,6298,1018
240392,11150,0
240417,7014,1954
240426,6535,1411
240444,9273,1130
240453,8091,1209
240462,6418,1066
240471,6428,1293
240480,6298,1279
240505,1896,552
240514,1896,672
240596,1896,576
240620,1896,840
240657,1896,757
240666,1896,896
240693,1896,386
240727,2592,1164
240736,3300,250
240745,3120,294
240754,4560,538
240790,2280,540
241100,4296,1200
241128,4296,1200
241146,4536,1788
241191,5560,1065
241216,6720,675
241225,5550,950
241304,6290,100
241331,5940,979
241377,4080,770
241386,4080,770
241395,4320,418
241410,4320,520
241517,5230,1092
241614,3120,664
241720,2040,330
241739,4584,850
241766,2520,850
241793,.,.
241836,5220,840
241951,2997,251
242042,1080,25
242112,6400,85
242121,5715,450
